stock,total_score,raw_momentum_6m,raw_momentum_3m,raw_momentum_1m,volatility_adjusted_6m,volatility_adjusted_3m,volatility_adjusted_1m,relative_strength_6m,relative_strength_3m,relative_strength_1m,trend_score,volume_score,calculated_at
STOCK0164,51.793,25.8447,19.2253,7.1471,20.6757,15.3802,5.7177,15.5379,20.7172,15.5379,10.3586,5.1793,2025-09-08 04:37:29.918586
STOCK0165,7.2407,-16.0533,8.2684,5.328,-12.8426,6.6147,4.2624,2.1722,2.8963,2.1722,1.4481,0.7241,2025-09-08 04:37:29.918599
STOCK0166,49.3109,1.996,21.4395,18.8798,1.5968,17.1516,15.1039,14.7933,19.7244,14.7933,9.8622,4.9311,2025-09-08 04:37:29.918612
STOCK0167,32.3162,9.3522,14.6183,-8.6983,7.4818,11.6947,-6.9586,9.6949,12.9265,9.6949,6.4632,3.2316,2025-09-08 04:37:29.918625
STOCK0168,26.9243,23.0628,22.8414,-8.4226,18.4502,18.2731,-6.7381,8.0773,10.7697,8.0773,5.3849,2.6924,2025-09-08 04:37:29.918637
STOCK0169,44.9145,16.6268,-7.2204,0.3683,13.3014,-5.7763,0.2947,13.4743,17.9658,13.4743,8.9829,4.4914,2025-09-08 04:37:29.918650
STOCK0170,35.2825,-5.2776,-12.1809,-2.8651,-4.2221,-9.7447,-2.2921,10.5848,14.113,10.5848,7.0565,3.5283,2025-09-08 04:37:29.918663
STOCK0171,80.0053,-12.5529,-10.7127,15.7371,-10.0423,-8.5702,12.5897,24.0016,32.0021,24.0016,16.0011,8.0005,2025-09-08 04:37:29.918676
STOCK0172,16.0733,26.3364,-4.736,19.7265,21.0691,-3.7888,15.7812,4.822,6.4293,4.822,3.2147,1.6073,2025-09-08 04:37:29.918688
STOCK0173,56.1468,-6.3658,-5.9254,-4.3848,-5.0926,-4.7403,-3.5079,16.844,22.4587,16.844,11.2294,5.6147,2025-09-08 04:37:29.918701
STOCK0174,47.2589,27.7337,-7.9703,0.2376,22.187,-6.3762,0.19,14.1777,18.9036,14.1777,9.4518,4.7259,2025-09-08 04:37:29.918715
STOCK0175,13.1412,20.6657,7.4138,-6.604,16.5325,5.931,-5.2832,3.9424,5.2565,3.9424,2.6282,1.3141,2025-09-08 04:37:29.918728
STOCK0176,38.0445,16.3407,24.8921,-7.1235,13.0725,19.9137,-5.6988,11.4134,15.2178,11.4134,7.6089,3.8045,2025-09-08 04:37:29.918740
STOCK0177,99.7887,24.1532,24.6465,13.9954,19.3226,19.7172,11.1964,29.9366,39.9155,29.9366,19.9577,9.9789,2025-09-08 04:37:29.918753
STOCK0178,75.0206,21.4378,13.6999,16.0587,17.1502,10.9599,12.847,22.5062,30.0082,22.5062,15.0041,7.5021,2025-09-08 04:37:29.918766
STOCK0179,56.9232,4.605,-10.4049,0.6856,3.684,-8.3239,0.5485,17.077,22.7693,17.077,11.3846,5.6923,2025-09-08 04:37:29.918778
STOCK0180,54.7578,1.6081,17.1342,-8.5902,1.2864,13.7073,-6.8721,16.4273,21.9031,16.4273,10.9516,5.4758,2025-09-08 04:37:29.918791
STOCK0181,6.2896,-11.2187,-8.0721,-5.6894,-8.9749,-6.4577,-4.5515,1.8869,2.5158,1.8869,1.2579,0.629,2025-09-08 04:37:29.918804
STOCK0182,75.7893,-6.7913,-0.5,-3.6491,-5.4331,-0.4,-2.9193,22.7368,30.3157,22.7368,15.1579,7.5789,2025-09-08 04:37:29.918817
STOCK0183,40.7738,18.4165,11.7384,11.6284,14.7332,9.3907,9.3027,12.2321,16.3095,12.2321,8.1548,4.0774,2025-09-08 04:37:29.918829
STOCK0184,78.8535,-15.495,-8.7128,-3.6374,-12.396,-6.9702,-2.9099,23.6561,31.5414,23.6561,15.7707,7.8854,2025-09-08 04:37:29.918842
STOCK0185,2.8968,9.8735,-12.6282,12.06,7.8988,-10.1026,9.648,0.8691,1.1587,0.8691,0.5794,0.2897,2025-09-08 04:37:29.918855
STOCK0186,77.9354,14.468,5.4827,18.659,11.5744,4.3861,14.9272,23.3806,31.1742,23.3806,15.5871,7.7935,2025-09-08 04:37:29.918868
STOCK0187,58.8436,24.0801,-8.5998,2.7738,19.2641,-6.8798,2.219,17.6531,23.5375,17.6531,11.7687,5.8844,2025-09-08 04:37:29.918880
STOCK0188,11.0142,26.7313,-1.6545,-1.7803,21.385,-1.3236,-1.4242,3.3043,4.4057,3.3043,2.2028,1.1014,2025-09-08 04:37:29.918892
STOCK0189,36.8906,-10.7105,14.1629,13.9431,-8.5684,11.3303,11.1544,11.0672,14.7562,11.0672,7.3781,3.6891,2025-09-08 04:37:29.918905
STOCK0190,6.6071,5.6783,-11.8644,9.8347,4.5426,-9.4916,7.8677,1.9821,2.6429,1.9821,1.3214,0.6607,2025-09-08 04:37:29.918917
STOCK0191,10.6072,-13.3037,-9.4104,-8.948,-10.643,-7.5284,-7.1584,3.1821,4.2429,3.1821,2.1214,1.0607,2025-09-08 04:37:29.918935
STOCK0192,33.4111,4.8324,1.1565,16.2942,3.866,0.9252,13.0354,10.0233,13.3645,10.0233,6.6822,3.3411,2025-09-08 04:37:29.918949
STOCK0193,37.6321,13.4393,-8.2525,15.9017,10.7515,-6.602,12.7213,11.2896,15.0528,11.2896,7.5264,3.7632,2025-09-08 04:37:29.918961
STOCK0194,37.472,-12.4066,17.679,6.4292,-9.9253,14.1432,5.1433,11.2416,14.9888,11.2416,7.4944,3.7472,2025-09-08 04:37:29.918974
STOCK0195,65.7009,10.6946,-2.2289,11.4491,8.5557,-1.7831,9.1593,19.7103,26.2804,19.7103,13.1402,6.5701,2025-09-08 04:37:29.918987
STOCK0196,95.2482,-8.2514,14.8805,15.9637,-6.6011,11.9044,12.7709,28.5745,38.0993,28.5745,19.0496,9.5248,2025-09-08 04:37:29.919000
STOCK0197,91.3654,-15.1447,14.7942,17.4598,-12.1158,11.8354,13.9678,27.4096,36.5461,27.4096,18.2731,9.1365,2025-09-08 04:37:29.919012
STOCK0198,44.3196,1.3957,11.2047,12.7214,1.1166,8.9637,10.1771,13.2959,17.7278,13.2959,8.8639,4.432,2025-09-08 04:37:29.919025
STOCK0199,5.7343,-6.8429,-12.4031,-9.1126,-5.4743,-9.9225,-7.2901,1.7203,2.2937,1.7203,1.1469,0.5734,2025-09-08 04:37:29.919038
STOCK0200,90.6827,-8.7091,3.1241,18.882,-6.9673,2.4993,15.1056,27.2048,36.2731,27.2048,18.1365,9.0683,2025-09-08 04:37:29.919052
STOCK0201,49.6936,-5.5183,15.0183,-1.2839,-4.4146,12.0146,-1.0271,14.9081,19.8774,14.9081,9.9387,4.9694,2025-09-08 04:37:29.919069
STOCK0202,0.7523,-18.7006,-9.7557,9.8728,-14.9605,-7.8045,7.8983,0.2257,0.3009,0.2257,0.1505,0.0752,2025-09-08 04:37:29.919083
STOCK0203,2.0333,18.7246,14.8478,-4.1039,14.9796,11.8782,-3.2831,0.61,0.8133,0.61,0.4067,0.2033,2025-09-08 04:37:29.919096
STOCK0204,64.3984,18.337,-13.8171,3.3288,14.6696,-11.0537,2.663,19.3195,25.7594,19.3195,12.8797,6.4398,2025-09-08 04:37:29.919109
STOCK0205,2.9554,10.1722,18.8818,-9.9378,8.1378,15.1054,-7.9503,0.8866,1.1822,0.8866,0.5911,0.2955,2025-09-08 04:37:29.919125
STOCK0206,93.5933,13.6922,18.0094,9.1065,10.9537,14.4075,7.2852,28.078,37.4373,28.078,18.7187,9.3593,2025-09-08 04:37:29.919142
STOCK0207,2.2809,8.2187,18.8134,12.1076,6.575,15.0507,9.6861,0.6843,0.9123,0.6843,0.4562,0.2281,2025-09-08 04:37:29.919159
STOCK0208,95.7444,-19.4636,3.9823,-8.271,-15.5708,3.1858,-6.6168,28.7233,38.2977,28.7233,19.1489,9.5744,2025-09-08 04:37:29.919172
STOCK0209,33.6981,-5.0641,17.9637,8.8556,-4.0513,14.371,7.0845,10.1094,13.4792,10.1094,6.7396,3.3698,2025-09-08 04:37:29.919185
STOCK0210,26.422,-16.0159,20.5052,16.2256,-12.8127,16.4041,12.9805,7.9266,10.5688,7.9266,5.2844,2.6422,2025-09-08 04:37:29.919198
STOCK0211,62.1445,19.7343,-5.216,5.8064,15.7874,-4.1728,4.6452,18.6433,24.8578,18.6433,12.4289,6.2144,2025-09-08 04:37:29.919210
STOCK0212,95.5702,-3.3305,16.0088,13.4725,-2.6644,12.8071,10.778,28.6711,38.2281,28.6711,19.114,9.557,2025-09-08 04:37:29.919223
STOCK0213,22.5283,4.4221,-7.1753,-1.5855,3.5377,-5.7402,-1.2684,6.7585,9.0113,6.7585,4.5057,2.2528,2025-09-08 04:37:29.919236
STOCK0214,43.1787,-0.4996,-0.9905,-0.3611,-0.3996,-0.7924,-0.2889,12.9536,17.2715,12.9536,8.6357,4.3179,2025-09-08 04:37:29.919249
STOCK0215,21.6098,-15.4741,5.3735,17.2119,-12.3793,4.2988,13.7695,6.4829,8.6439,6.4829,4.322,2.161,2025-09-08 04:37:29.919262
STOCK0216,90.1753,19.3436,21.6704,1.655,15.4749,17.3363,1.324,27.0526,36.0701,27.0526,18.0351,9.0175,2025-09-08 04:37:29.919274
STOCK0217,85.8542,2.992,22.3057,-8.1181,2.3936,17.8446,-6.4945,25.7563,34.3417,25.7563,17.1708,8.5854,2025-09-08 04:37:29.919287
STOCK0218,19.6679,11.5213,6.9754,-6.0106,9.2171,5.5803,-4.8085,5.9004,7.8672,5.9004,3.9336,1.9668,2025-09-08 04:37:29.919305
STOCK0219,7.4832,-9.0602,-7.4045,-4.6013,-7.2482,-5.9236,-3.681,2.245,2.9933,2.245,1.4966,0.7483,2025-09-08 04:37:29.919318
STOCK0220,32.9684,16.2965,-11.2713,1.8508,13.0372,-9.017,1.4806,9.8905,13.1873,9.8905,6.5937,3.2968,2025-09-08 04:37:29.919331
STOCK0221,32.8304,-8.107,17.178,3.2111,-6.4856,13.7424,2.5689,9.8491,13.1322,9.8491,6.5661,3.283,2025-09-08 04:37:29.919343
STOCK0222,0.3201,9.3484,-8.4562,14.2994,7.4788,-6.765,11.4395,0.096,0.128,0.096,0.064,0.032,2025-09-08 04:37:29.919356
STOCK0223,65.8714,-3.1364,-8.9052,5.4183,-2.5091,-7.1242,4.3347,19.7614,26.3486,19.7614,13.1743,6.5871,2025-09-08 04:37:29.919369
STOCK0224,4.9975,20.0729,2.9878,18.1646,16.0583,2.3902,14.5317,1.4993,1.999,1.4993,0.9995,0.4998,2025-09-08 04:37:29.919382
STOCK0225,66.5643,-0.1282,18.3569,13.4287,-0.1025,14.6855,10.743,19.9693,26.6257,19.9693,13.3129,6.6564,2025-09-08 04:37:29.919394
STOCK0226,82.7844,14.7332,1.541,5.7424,11.7866,1.2328,4.5939,24.8353,33.1138,24.8353,16.5569,8.2784,2025-09-08 04:37:29.919407
STOCK0227,66.3936,-7.137,2.6758,-2.4969,-5.7096,2.1406,-1.9975,19.9181,26.5574,19.9181,13.2787,6.6394,2025-09-08 04:37:29.919420
STOCK0228,43.0211,3.8811,11.9631,-4.0511,3.1049,9.5705,-3.2409,12.9063,17.2084,12.9063,8.6042,4.3021,2025-09-08 04:37:29.919432
STOCK0229,10.6206,10.1442,2.2073,10.7208,8.1154,1.7658,8.5766,3.1862,4.2482,3.1862,2.1241,1.0621,2025-09-08 04:37:29.919444
STOCK0230,20.3569,0.679,22.5444,2.4364,0.5432,18.0355,1.9492,6.1071,8.1428,6.1071,4.0714,2.0357,2025-09-08 04:37:29.919457
STOCK0231,12.9126,28.9522,-9.3497,10.2426,23.1618,-7.4798,8.1941,3.8738,5.1651,3.8738,2.5825,1.2913,2025-09-08 04:37:29.919469
STOCK0232,61.8497,-4.2562,4.3379,-1.6521,-3.4049,3.4703,-1.3217,18.5549,24.7399,18.5549,12.3699,6.185,2025-09-08 04:37:29.919487
STOCK0233,72.534,18.1541,16.0586,-7.0216,14.5233,12.8469,-5.6173,21.7602,29.0136,21.7602,14.5068,7.2534,2025-09-08 04:37:29.919500
STOCK0234,55.2839,-18.1283,-14.3051,12.4373,-14.5027,-11.4441,9.9499,16.5852,22.1136,16.5852,11.0568,5.5284,2025-09-08 04:37:29.919514
STOCK0235,96.6365,-10.1374,-1.1132,-0.3811,-8.1099,-0.8906,-0.3049,28.9909,38.6546,28.9909,19.3273,9.6636,2025-09-08 04:37:29.919530
STOCK0236,91.7448,0.2521,-6.0703,-2.074,0.2017,-4.8562,-1.6592,27.5234,36.6979,27.5234,18.349,9.1745,2025-09-08 04:37:29.919543
STOCK0237,14.1375,10.9564,-8.7198,8.6278,8.7651,-6.9759,6.9023,4.2413,5.655,4.2413,2.8275,1.4138,2025-09-08 04:37:29.919556
STOCK0238,93.4222,-15.9234,19.1043,-2.1641,-12.7387,15.2834,-1.7313,28.0266,37.3689,28.0266,18.6844,9.3422,2025-09-08 04:37:29.919569
STOCK0239,2.3575,17.3194,23.2711,0.6549,13.8555,18.6169,0.524,0.7073,0.943,0.7073,0.4715,0.2358,2025-09-08 04:37:29.919581
STOCK0240,69.5305,21.2913,-7.9862,15.9224,17.0331,-6.3889,12.7379,20.8592,27.8122,20.8592,13.9061,6.9531,2025-09-08 04:37:29.919593
STOCK0241,13.0928,7.4119,-7.7637,11.2031,5.9295,-6.2109,8.9625,3.9278,5.2371,3.9278,2.6186,1.3093,2025-09-08 04:37:29.919606
STOCK0242,23.3757,-16.4512,2.5505,15.7991,-13.161,2.0404,12.6393,7.0127,9.3503,7.0127,4.6751,2.3376,2025-09-08 04:37:29.919619
STOCK0243,13.8663,6.5779,6.0239,9.1442,5.2623,4.8191,7.3154,4.1599,5.5465,4.1599,2.7733,1.3866,2025-09-08 04:37:29.919631
STOCK0244,15.1032,10.2227,24.4667,11.5307,8.1782,19.5734,9.2246,4.531,6.0413,4.531,3.0206,1.5103,2025-09-08 04:37:29.919644
STOCK0245,10.2045,-12.4739,-6.5919,18.8615,-9.9791,-5.2735,15.0892,3.0613,4.0818,3.0613,2.0409,1.0204,2025-09-08 04:37:29.919656
STOCK0246,21.9053,10.8005,9.3211,1.1249,8.6404,7.4569,0.8999,6.5716,8.7621,6.5716,4.3811,2.1905,2025-09-08 04:37:29.919669
STOCK0247,20.9965,-11.635,12.4033,-0.7136,-9.308,9.9226,-0.5709,6.299,8.3986,6.299,4.1993,2.0997,2025-09-08 04:37:29.919681
STOCK0248,3.0916,-16.801,-13.119,3.3845,-13.4408,-10.4952,2.7076,0.9275,1.2366,0.9275,0.6183,0.3092,2025-09-08 04:37:29.919694
STOCK0249,46.0812,1.6103,-13.7026,-2.6159,1.2883,-10.9621,-2.0927,13.8244,18.4325,13.8244,9.2162,4.6081,2025-09-08 04:37:29.919707
STOCK0250,24.1304,12.3555,7.8266,19.5438,9.8844,6.2613,15.635,7.2391,9.6521,7.2391,4.8261,2.413,2025-09-08 04:37:29.919720
STOCK0251,86.1445,6.3086,-6.8891,3.0948,5.0469,-5.5113,2.4759,25.8434,34.4578,25.8434,17.2289,8.6145,2025-09-08 04:37:29.919732
STOCK0252,88.5081,14.5133,-0.791,6.1965,11.6106,-0.6328,4.9572,26.5524,35.4032,26.5524,17.7016,8.8508,2025-09-08 04:37:29.919745
STOCK0253,85.8878,-9.2933,8.7582,7.6577,-7.4346,7.0065,6.1262,25.7663,34.3551,25.7663,17.1776,8.5888,2025-09-08 04:37:29.919758
STOCK0254,43.5011,14.88,-1.563,15.0544,11.904,-1.2504,12.0435,13.0503,17.4005,13.0503,8.7002,4.3501,2025-09-08 04:37:29.919771
STOCK0255,46.447,-5.9324,11.9563,2.829,-4.7459,9.5651,2.2632,13.9341,18.5788,13.9341,9.2894,4.6447,2025-09-08 04:37:29.919783
STOCK0256,75.4237,11.4742,10.0045,9.4233,9.1793,8.0036,7.5386,22.6271,30.1695,22.6271,15.0847,7.5424,2025-09-08 04:37:29.919796
STOCK0257,44.7381,11.8233,-4.1259,10.4117,9.4587,-3.3007,8.3293,13.4214,17.8952,13.4214,8.9476,4.4738,2025-09-08 04:37:29.919808
STOCK0258,81.9533,19.3829,-4.4455,12.5643,15.5063,-3.5564,10.0514,24.586,32.7813,24.586,16.3907,8.1953,2025-09-08 04:37:29.919823
STOCK0259,62.3587,10.0505,23.2706,2.2253,8.0404,18.6165,1.7802,18.7076,24.9435,18.7076,12.4717,6.2359,2025-09-08 04:37:29.919836
STOCK0260,11.9153,22.9822,8.3611,18.5555,18.3858,6.6889,14.8444,3.5746,4.7661,3.5746,2.3831,1.1915,2025-09-08 04:37:29.919849
STOCK0261,57.425,4.9575,17.2999,3.038,3.966,13.8399,2.4304,17.2275,22.97,17.2275,11.485,5.7425,2025-09-08 04:37:29.919861
STOCK0262,41.406,-11.9557,-5.1665,-2.8308,-9.5646,-4.1332,-2.2647,12.4218,16.5624,12.4218,8.2812,4.1406,2025-09-08 04:37:29.919874
STOCK0263,32.105,19.8554,18.9296,-7.1746,15.8843,15.1437,-5.7397,9.6315,12.842,9.6315,6.421,3.2105,2025-09-08 04:37:29.919887
STOCK0264,82.1686,22.696,7.075,-7.6684,18.1568,5.66,-6.1347,24.6506,32.8674,24.6506,16.4337,8.2169,2025-09-08 04:37:29.919899
STOCK0265,84.5335,15.0222,14.4706,10.3726,12.0178,11.5765,8.2981,25.3601,33.8134,25.3601,16.9067,8.4534,2025-09-08 04:37:29.919912
STOCK0266,83.9584,-5.2626,24.6268,-9.2829,-4.2101,19.7014,-7.4263,25.1875,33.5834,25.1875,16.7917,8.3958,2025-09-08 04:37:29.919925
STOCK0267,33.4924,3.8079,-4.3412,-6.5164,3.0463,-3.473,-5.2131,10.0477,13.3969,10.0477,6.6985,3.3492,2025-09-08 04:37:29.919937
STOCK0268,49.0362,-16.7533,22.5494,11.3318,-13.4027,18.0395,9.0654,14.7108,19.6145,14.7108,9.8072,4.9036,2025-09-08 04:37:29.919950
STOCK0269,52.2731,2.2121,-13.0934,6.0124,1.7697,-10.4747,4.8099,15.6819,20.9093,15.6819,10.4546,5.2273,2025-09-08 04:37:29.919963
STOCK0270,2.9907,-12.7139,-1.4073,18.2596,-10.1711,-1.1258,14.6077,0.8972,1.1963,0.8972,0.5981,0.2991,2025-09-08 04:37:29.919975
STOCK0271,28.0145,1.7608,18.7859,6.9592,1.4086,15.0287,5.5674,8.4044,11.2058,8.4044,5.6029,2.8015,2025-09-08 04:37:29.919988
STOCK0272,41.1911,-13.0151,-10.1836,12.9309,-10.4121,-8.1469,10.3448,12.3573,16.4764,12.3573,8.2382,4.1191,2025-09-08 04:37:29.920001
STOCK0273,70.1612,0.2925,15.1541,-8.6372,0.234,12.1233,-6.9098,21.0483,28.0645,21.0483,14.0322,7.0161,2025-09-08 04:37:29.920014
STOCK0274,96.878,17.4871,-13.8562,-3.6904,13.9897,-11.085,-2.9523,29.0634,38.7512,29.0634,19.3756,9.6878,2025-09-08 04:37:29.920027
STOCK0275,25.3083,26.1016,-8.5072,0.1749,20.8813,-6.8057,0.1399,7.5925,10.1233,7.5925,5.0617,2.5308,2025-09-08 04:37:29.920040
STOCK0276,19.3282,-1.2393,3.0839,-1.021,-0.9914,2.4671,-0.8168,5.7985,7.7313,5.7985,3.8656,1.9328,2025-09-08 04:37:29.920053
STOCK0277,9.2073,12.525,-14.532,14.4918,10.02,-11.6256,11.5934,2.7622,3.6829,2.7622,1.8415,0.9207,2025-09-08 04:37:29.920066
STOCK0278,66.1983,23.5186,-5.316,13.657,18.8149,-4.2528,10.9256,19.8595,26.4793,19.8595,13.2397,6.6198,2025-09-08 04:37:29.920079
STOCK0279,22.6315,-19.0346,-3.284,-0.2317,-15.2277,-2.6272,-0.1853,6.7894,9.0526,6.7894,4.5263,2.2631,2025-09-08 04:37:29.920091
STOCK0280,88.5792,12.4855,-9.2703,8.4007,9.9884,-7.4162,6.7206,26.5738,35.4317,26.5738,17.7158,8.8579,2025-09-08 04:37:29.920104
STOCK0281,4.8677,22.7969,-2.4411,-7.1946,18.2375,-1.9529,-5.7557,1.4603,1.9471,1.4603,0.9735,0.4868,2025-09-08 04:37:29.920117
STOCK0282,5.5432,14.034,5.3723,0.1895,11.2272,4.2978,0.1516,1.663,2.2173,1.663,1.1086,0.5543,2025-09-08 04:37:29.920130
STOCK0283,36.1733,3.9421,-13.4008,3.531,3.1537,-10.7206,2.8248,10.852,14.4693,10.852,7.2347,3.6173,2025-09-08 04:37:29.920143
STOCK0284,49.2743,6.5252,-1.437,13.9301,5.2202,-1.1496,11.1441,14.7823,19.7097,14.7823,9.8549,4.9274,2025-09-08 04:37:29.920155
STOCK0285,44.0031,12.3452,-3.8025,-3.3251,9.8761,-3.042,-2.6601,13.2009,17.6012,13.2009,8.8006,4.4003,2025-09-08 04:37:29.920168
STOCK0286,68.0477,15.8128,11.8697,5.8371,12.6502,9.4957,4.6697,20.4143,27.2191,20.4143,13.6095,6.8048,2025-09-08 04:37:29.920181
STOCK0287,45.3078,10.3506,2.0207,-0.0567,8.2805,1.6165,-0.0454,13.5923,18.1231,13.5923,9.0616,4.5308,2025-09-08 04:37:29.920194
STOCK0288,66.3981,29.1063,0.1658,7.7392,23.2851,0.1327,6.1914,19.9194,26.5592,19.9194,13.2796,6.6398,2025-09-08 04:37:29.920207
STOCK0289,38.0407,-4.5325,4.8084,17.9912,-3.626,3.8467,14.393,11.4122,15.2163,11.4122,7.6081,3.8041,2025-09-08 04:37:29.920219
STOCK0290,97.4882,28.9525,10.635,14.7611,23.162,8.508,11.8088,29.2464,38.9953,29.2464,19.4976,9.7488,2025-09-08 04:37:29.920232
STOCK0291,29.8396,0.5649,13.611,9.6923,0.4519,10.8888,7.7538,8.9519,11.9358,8.9519,5.9679,2.984,2025-09-08 04:37:29.920245
STOCK0292,54.466,19.0643,18.9788,14.2106,15.2514,15.1831,11.3685,16.3398,21.7864,16.3398,10.8932,5.4466,2025-09-08 04:37:29.920257
STOCK0293,71.7846,-8.605,-13.0022,-1.8582,-6.884,-10.4018,-1.4865,21.5354,28.7138,21.5354,14.3569,7.1785,2025-09-08 04:37:29.920270
STOCK0294,68.5377,-8.0022,8.9546,13.6904,-6.4018,7.1637,10.9524,20.5613,27.4151,20.5613,13.7075,6.8538,2025-09-08 04:37:29.920283
STOCK0295,30.5271,13.7458,10.6637,-7.1746,10.9966,8.531,-5.7396,9.1581,12.2108,9.1581,6.1054,3.0527,2025-09-08 04:37:29.920295
STOCK0296,22.0477,21.5337,8.8937,18.4288,17.227,7.115,14.743,6.6143,8.8191,6.6143,4.4095,2.2048,2025-09-08 04:37:29.920307
STOCK0297,59.4441,6.9998,-7.9016,19.8212,5.5999,-6.3212,15.857,17.8332,23.7777,17.8332,11.8888,5.9444,2025-09-08 04:37:29.920320
STOCK0298,91.4906,6.3474,4.591,13.5918,5.0779,3.6728,10.8734,27.4472,36.5962,27.4472,18.2981,9.1491,2025-09-08 04:37:29.920333
STOCK0299,41.4239,6.0215,-4.3822,16.5073,4.8172,-3.5057,13.2058,12.4272,16.5696,12.4272,8.2848,4.1424,2025-09-08 04:37:29.920346
STOCK0300,88.282,-15.1144,9.4674,2.3748,-12.0915,7.574,1.8998,26.4846,35.3128,26.4846,17.6564,8.8282,2025-09-08 04:37:29.920359
STOCK0301,15.2699,-1.4567,8.6019,-5.2789,-1.1654,6.8815,-4.2232,4.581,6.108,4.581,3.054,1.527,2025-09-08 04:37:29.920371
STOCK0302,92.4928,6.8003,9.3319,6.9076,5.4402,7.4655,5.5261,27.7478,36.9971,27.7478,18.4986,9.2493,2025-09-08 04:37:29.920384
STOCK0303,97.0935,14.7866,15.1108,-1.1341,11.8293,12.0887,-0.9073,29.1281,38.8374,29.1281,19.4187,9.7094,2025-09-08 04:37:29.920396
STOCK0304,99.829,-18.4418,-11.9957,1.4388,-14.7535,-9.5966,1.1511,29.9487,39.9316,29.9487,19.9658,9.9829,2025-09-08 04:37:29.920409
STOCK0305,43.8712,20.2662,7.5991,19.5954,16.213,6.0792,15.6763,13.1614,17.5485,13.1614,8.7742,4.3871,2025-09-08 04:37:29.920423
STOCK0306,40.5941,-4.3554,24.0313,-6.6551,-3.4843,19.2251,-5.324,12.1782,16.2376,12.1782,8.1188,4.0594,2025-09-08 04:37:29.920435
STOCK0307,5.939,6.3842,-8.7253,7.8032,5.1073,-6.9802,6.2425,1.7817,2.3756,1.7817,1.1878,0.5939,2025-09-08 04:37:29.920448
STOCK0308,56.7995,14.3779,-14.9798,-3.5198,11.5023,-11.9839,-2.8158,17.0398,22.7198,17.0398,11.3599,5.6799,2025-09-08 04:37:29.920461
STOCK0309,49.8597,2.263,9.7619,-4.4928,1.8104,7.8095,-3.5942,14.9579,19.9439,14.9579,9.9719,4.986,2025-09-08 04:37:29.920473
STOCK0310,24.274,23.1454,-10.8213,6.113,18.5163,-8.6571,4.8904,7.2822,9.7096,7.2822,4.8548,2.4274,2025-09-08 04:37:29.920487
STOCK0311,35.8709,28.7953,14.184,5.7791,23.0362,11.3472,4.6233,10.7613,14.3484,10.7613,7.1742,3.5871,2025-09-08 04:37:29.920499
STOCK0312,26.4408,24.6701,-8.0577,5.901,19.7361,-6.4462,4.7208,7.9322,10.5763,7.9322,5.2882,2.6441,2025-09-08 04:37:29.920512
STOCK0313,75.4981,-2.8063,-2.1173,8.7148,-2.2451,-1.6938,6.9719,22.6494,30.1992,22.6494,15.0996,7.5498,2025-09-08 04:37:29.920525
STOCK0314,63.7198,2.2214,18.097,18.5206,1.7771,14.4776,14.8165,19.1159,25.4879,19.1159,12.744,6.372,2025-09-08 04:37:29.920538
STOCK0315,39.3284,-10.7045,-9.889,-6.1613,-8.5636,-7.9112,-4.929,11.7985,15.7314,11.7985,7.8657,3.9328,2025-09-08 04:37:29.920551
STOCK0316,16.1708,11.5088,9.4898,-4.9143,9.207,7.5918,-3.9315,4.8513,6.4683,4.8513,3.2342,1.6171,2025-09-08 04:37:29.920568
STOCK0317,30.8245,20.6721,-2.9718,2.5031,16.5377,-2.3774,2.0025,9.2474,12.3298,9.2474,6.1649,3.0825,2025-09-08 04:37:29.920581
STOCK0318,28.9595,16.8347,16.1472,17.9275,13.4678,12.9178,14.342,8.6878,11.5838,8.6878,5.7919,2.8959,2025-09-08 04:37:29.920594
STOCK0319,34.4744,1.0888,19.5557,-1.3356,0.8711,15.6445,-1.0685,10.3423,13.7898,10.3423,6.8949,3.4474,2025-09-08 04:37:29.920606
STOCK0320,40.5279,23.9836,-9.5498,9.7948,19.1869,-7.6398,7.8358,12.1584,16.2112,12.1584,8.1056,4.0528,2025-09-08 04:37:29.920619
STOCK0321,22.5536,-4.3276,-11.575,12.4259,-3.4621,-9.26,9.9407,6.7661,9.0214,6.7661,4.5107,2.2554,2025-09-08 04:37:29.920631
STOCK0322,31.2345,7.4773,0.697,8.1004,5.9818,0.5576,6.4803,9.3703,12.4938,9.3703,6.2469,3.1234,2025-09-08 04:37:29.920644
STOCK0323,55.0145,-14.0914,-0.9502,-7.9365,-11.2731,-0.7602,-6.3492,16.5044,22.0058,16.5044,11.0029,5.5015,2025-09-08 04:37:29.920657
STOCK0324,49.0752,7.0941,9.7635,15.6041,5.6753,7.8108,12.4832,14.7226,19.6301,14.7226,9.815,4.9075,2025-09-08 04:37:29.920669
STOCK0325,10.4349,12.9761,14.3854,-0.6367,10.3809,11.5083,-0.5094,3.1305,4.174,3.1305,2.087,1.0435,2025-09-08 04:37:29.920682
STOCK0326,20.5488,-1.6732,-10.2405,-2.2769,-1.3386,-8.1924,-1.8215,6.1647,8.2195,6.1647,4.1098,2.0549,2025-09-08 04:37:29.920695
STOCK0327,13.9466,18.622,-6.1576,3.3157,14.8976,-4.9261,2.6525,4.184,5.5787,4.184,2.7893,1.3947,2025-09-08 04:37:29.920707
