stock,company_name,market_cap,sector,industry,exchange,dividend_yield,roce,roe,last_updated
STOCK0203,STOCK0203 Company Ltd,471554094723,Financial Services,NBFC,NSE,0.46,14.14,19.39,2025-09-08 04:37:22.865778
STOCK0204,STOCK0204 Company Ltd,290939546727,Consumer Goods,Footwear,BSE,2.38,31.36,17.2,2025-09-08 04:37:22.865778
STOCK0205,STOCK0205 Company Ltd,281615217279,Financial Services,Broking,BSE,5.2,37.46,29.05,2025-09-08 04:37:22.865778
STOCK0206,STOCK0206 Company Ltd,33167052565,Transportation,Logistics,BSE,4.81,33.82,7.03,2025-09-08 04:37:22.865778
STOCK0207,STOCK0207 Company Ltd,461085786060,Real Estate,Real Estate Development,NSE,1.36,22.18,19.68,2025-09-08 04:37:22.865778
STOCK0208,STOCK0208 Company Ltd,114958168679,Technology,Software,NSE,0.53,23.64,15.48,2025-09-08 04:37:22.865778
STOCK0209,STOCK0209 Company Ltd,426349630239,Healthcare,Biotechnology,NSE,5.56,21.13,22.86,2025-09-08 04:37:22.865778
STOCK0210,STOCK0210 Company Ltd,259464132199,Transportation,Aviation,NSE,2.41,32.37,18.91,2025-09-08 04:37:22.865778
STOCK0211,STOCK0211 Company Ltd,483758473950,Materials,Steel,NSE,5.58,46.9,5.41,2025-09-08 04:37:22.865778
STOCK0212,STOCK0212 Company Ltd,114894463200,Consumer Goods,FMCG,NSE,1.52,9.71,12.76,2025-09-08 04:37:22.865778
STOCK0213,STOCK0213 Company Ltd,204331529852,Consumer Discretionary,Entertainment,NSE,4.13,12.0,40.29,2025-09-08 04:37:22.865778
STOCK0214,STOCK0214 Company Ltd,469926637924,Technology,IT Services,NSE,5.51,48.53,19.8,2025-09-08 04:37:22.865778
STOCK0215,STOCK0215 Company Ltd,64476746845,Technology,IT Services,BSE,2.18,7.6,26.5,2025-09-08 04:37:22.865778
STOCK0216,STOCK0216 Company Ltd,197857759516,Materials,Steel,NSE,0.17,11.58,27.12,2025-09-08 04:37:22.865778
STOCK0217,STOCK0217 Company Ltd,368680211902,Financial Services,Banking,BSE,0.35,26.98,13.45,2025-09-08 04:37:22.865778
STOCK0218,STOCK0218 Company Ltd,237727446795,Media,Advertising,NSE,2.18,13.08,24.43,2025-09-08 04:37:22.865778
STOCK0219,STOCK0219 Company Ltd,424137295916,Media,Advertising,BSE,2.37,33.45,18.15,2025-09-08 04:37:22.865778
STOCK0220,STOCK0220 Company Ltd,176732980688,Consumer Goods,Personal Care,NSE,1.46,22.7,42.73,2025-09-08 04:37:22.865778
STOCK0221,STOCK0221 Company Ltd,467981062551,Agriculture,Pesticides,NSE,3.29,17.78,27.64,2025-09-08 04:37:22.865778
STOCK0222,STOCK0222 Company Ltd,187918620827,Utilities,Power Distribution,NSE,2.79,30.39,28.82,2025-09-08 04:37:22.865778
STOCK0223,STOCK0223 Company Ltd,283534903140,Media,Digital Media,NSE,0.49,9.14,30.58,2025-09-08 04:37:22.865778
STOCK0224,STOCK0224 Company Ltd,358053212004,Technology,Telecom Equipment,BSE,2.6,5.18,34.5,2025-09-08 04:37:22.865778
STOCK0225,STOCK0225 Company Ltd,26585093858,Transportation,Aviation,BSE,4.42,20.06,5.78,2025-09-08 04:37:22.865778
STOCK0226,STOCK0226 Company Ltd,448296023394,Real Estate,Construction Materials,NSE,5.88,46.24,7.18,2025-09-08 04:37:22.865778
STOCK0227,STOCK0227 Company Ltd,266260652026,Transportation,Railways,BSE,2.71,40.21,38.8,2025-09-08 04:37:22.865778
STOCK0228,STOCK0228 Company Ltd,408374964164,Industrials,Aerospace,NSE,4.91,42.23,3.82,2025-09-08 04:37:22.865778
STOCK0229,STOCK0229 Company Ltd,343359204129,Telecommunications,Internet Services,BSE,4.14,47.52,31.85,2025-09-08 04:37:22.865778
STOCK0230,STOCK0230 Company Ltd,389354191015,Media,Advertising,BSE,2.72,20.04,20.6,2025-09-08 04:37:22.865778
STOCK0231,STOCK0231 Company Ltd,12571531532,Industrials,Machinery,NSE,4.62,17.53,6.68,2025-09-08 04:37:22.865778
STOCK0232,STOCK0232 Company Ltd,222527368006,Real Estate,Construction Materials,BSE,0.9,15.94,18.17,2025-09-08 04:37:22.865778
STOCK0233,STOCK0233 Company Ltd,300063502404,Technology,IT Services,NSE,2.47,48.75,36.27,2025-09-08 04:37:22.865778
STOCK0234,STOCK0234 Company Ltd,70453212802,Healthcare,Biotechnology,NSE,0.12,18.87,10.21,2025-09-08 04:37:22.865778
STOCK0235,STOCK0235 Company Ltd,116998373106,Financial Services,Asset Management,BSE,0.7,15.77,42.8,2025-09-08 04:37:22.865778
STOCK0236,STOCK0236 Company Ltd,267740148677,Financial Services,Insurance,NSE,4.91,5.89,26.37,2025-09-08 04:37:22.865778
STOCK0237,STOCK0237 Company Ltd,375198961975,Agriculture,Food Processing,NSE,3.69,23.3,30.55,2025-09-08 04:37:22.865778
STOCK0238,STOCK0238 Company Ltd,122667801037,Healthcare,Biotechnology,NSE,2.49,26.68,35.35,2025-09-08 04:37:22.865778
STOCK0239,STOCK0239 Company Ltd,248044273544,Transportation,Shipping,NSE,0.11,6.57,32.71,2025-09-08 04:37:22.865778
STOCK0240,STOCK0240 Company Ltd,278288552168,Technology,IT Services,BSE,0.87,12.57,16.54,2025-09-08 04:37:22.865778
STOCK0241,STOCK0241 Company Ltd,493223800373,Industrials,Automotive,NSE,5.95,11.28,23.13,2025-09-08 04:37:22.865778
STOCK0242,STOCK0242 Company Ltd,446723921886,Media,Publishing,BSE,3.3,13.11,23.76,2025-09-08 04:37:22.865778
STOCK0243,STOCK0243 Company Ltd,86793283958,Media,Publishing,NSE,3.83,47.86,41.03,2025-09-08 04:37:22.865778
STOCK0244,STOCK0244 Company Ltd,229403117999,Consumer Goods,Footwear,BSE,1.65,22.12,5.83,2025-09-08 04:37:22.865778
STOCK0245,STOCK0245 Company Ltd,168314091365,Consumer Discretionary,Jewelry,NSE,4.81,31.68,23.07,2025-09-08 04:37:22.865778
STOCK0246,STOCK0246 Company Ltd,80182994391,Telecommunications,Internet Services,BSE,2.9,45.99,9.31,2025-09-08 04:37:22.865778
STOCK0247,STOCK0247 Company Ltd,318082432821,Transportation,Railways,NSE,3.98,33.27,31.13,2025-09-08 04:37:22.865778
STOCK0248,STOCK0248 Company Ltd,408676827855,Real Estate,Construction Materials,NSE,4.7,24.63,26.89,2025-09-08 04:37:22.865778
STOCK0249,STOCK0249 Company Ltd,128117910988,Utilities,Gas Distribution,NSE,3.69,17.45,5.9,2025-09-08 04:37:22.865778
STOCK0250,STOCK0250 Company Ltd,197677183420,Industrials,Automotive,NSE,5.1,47.51,26.71,2025-09-08 04:37:22.865778
STOCK0251,STOCK0251 Company Ltd,478243976143,Financial Services,Banking,NSE,2.17,32.9,15.21,2025-09-08 04:37:22.865778
STOCK0252,STOCK0252 Company Ltd,90051201691,Agriculture,Food Processing,BSE,0.24,31.21,20.88,2025-09-08 04:37:22.865778
STOCK0253,STOCK0253 Company Ltd,314594491371,Transportation,Railways,BSE,3.91,35.14,34.37,2025-09-08 04:37:22.865778
STOCK0254,STOCK0254 Company Ltd,198972786068,Real Estate,Real Estate Development,NSE,0.07,43.26,43.75,2025-09-08 04:37:22.865778
STOCK0255,STOCK0255 Company Ltd,438224540536,Media,Broadcasting,NSE,4.57,17.42,4.78,2025-09-08 04:37:22.865778
STOCK0256,STOCK0256 Company Ltd,358388133835,Financial Services,Broking,NSE,2.48,16.72,26.3,2025-09-08 04:37:22.865778
STOCK0257,STOCK0257 Company Ltd,482248604465,Technology,Semiconductors,NSE,5.16,31.8,16.69,2025-09-08 04:37:22.865778
STOCK0258,STOCK0258 Company Ltd,183500342001,Energy,Power,NSE,5.89,20.77,31.39,2025-09-08 04:37:22.865778
STOCK0259,STOCK0259 Company Ltd,10274871310,Healthcare,Hospitals,BSE,5.78,41.38,26.02,2025-09-08 04:37:22.865778
STOCK0260,STOCK0260 Company Ltd,497757747064,Financial Services,NBFC,BSE,4.16,16.42,26.45,2025-09-08 04:37:22.865778
STOCK0261,STOCK0261 Company Ltd,387874344453,Telecommunications,Internet Services,NSE,4.33,14.75,43.84,2025-09-08 04:37:22.865778
STOCK0262,STOCK0262 Company Ltd,119306486867,Consumer Discretionary,Entertainment,NSE,0.27,10.92,9.74,2025-09-08 04:37:22.865778
STOCK0263,STOCK0263 Company Ltd,48999167795,Agriculture,Seeds,BSE,1.08,31.4,11.97,2025-09-08 04:37:22.865778
STOCK0264,STOCK0264 Company Ltd,391428575341,Financial Services,Banking,NSE,5.8,39.0,41.83,2025-09-08 04:37:22.865778
STOCK0265,STOCK0265 Company Ltd,470458941995,Materials,Cement,NSE,5.74,35.97,35.8,2025-09-08 04:37:22.865778
STOCK0266,STOCK0266 Company Ltd,323669641087,Consumer Discretionary,Jewelry,BSE,0.83,30.76,25.29,2025-09-08 04:37:22.865778
STOCK0267,STOCK0267 Company Ltd,11754198728,Consumer Discretionary,Retail,NSE,5.6,47.9,35.79,2025-09-08 04:37:22.865778
STOCK0268,STOCK0268 Company Ltd,154355612531,Consumer Discretionary,Real Estate,BSE,3.55,23.54,12.89,2025-09-08 04:37:22.865778
STOCK0269,STOCK0269 Company Ltd,214414981187,Consumer Discretionary,Retail,NSE,0.84,13.4,29.73,2025-09-08 04:37:22.865778
STOCK0270,STOCK0270 Company Ltd,158578418910,Consumer Discretionary,Jewelry,BSE,3.28,40.52,9.74,2025-09-08 04:37:22.865778
STOCK0271,STOCK0271 Company Ltd,56249781332,Technology,Software,NSE,0.1,15.19,41.14,2025-09-08 04:37:22.865778
STOCK0272,STOCK0272 Company Ltd,38303561714,Consumer Goods,Personal Care,BSE,2.61,9.02,40.82,2025-09-08 04:37:22.865778
STOCK0273,STOCK0273 Company Ltd,486520597415,Agriculture,Fertilizers,NSE,4.36,47.2,27.5,2025-09-08 04:37:22.865778
STOCK0274,STOCK0274 Company Ltd,464533003119,Technology,IT Services,BSE,5.31,39.08,39.3,2025-09-08 04:37:22.865778
STOCK0275,STOCK0275 Company Ltd,76044256732,Telecommunications,Telecom Services,BSE,4.47,36.07,3.64,2025-09-08 04:37:22.865778
STOCK0276,STOCK0276 Company Ltd,234926691723,Healthcare,Hospitals,NSE,5.71,15.95,23.83,2025-09-08 04:37:22.865778
STOCK0277,STOCK0277 Company Ltd,477174858883,Real Estate,Real Estate Investment,BSE,1.96,49.41,40.97,2025-09-08 04:37:22.865778
STOCK0278,STOCK0278 Company Ltd,440841710679,Financial Services,Asset Management,NSE,0.37,13.76,31.32,2025-09-08 04:37:22.865778
STOCK0279,STOCK0279 Company Ltd,159484171542,Agriculture,Food Processing,BSE,5.29,40.04,21.44,2025-09-08 04:37:22.865778
STOCK0280,STOCK0280 Company Ltd,207326736018,Real Estate,Construction Materials,NSE,1.57,22.75,22.53,2025-09-08 04:37:22.865778
STOCK0281,STOCK0281 Company Ltd,50573541870,Healthcare,Diagnostics,BSE,1.8,21.45,23.83,2025-09-08 04:37:22.865778
STOCK0282,STOCK0282 Company Ltd,82503291828,Real Estate,Real Estate Investment,BSE,4.22,17.19,18.36,2025-09-08 04:37:22.865778
STOCK0283,STOCK0283 Company Ltd,395343608400,Agriculture,Pesticides,NSE,5.92,35.79,10.14,2025-09-08 04:37:22.865778
STOCK0284,STOCK0284 Company Ltd,164654138075,Telecommunications,Telecom Services,BSE,4.87,41.86,37.92,2025-09-08 04:37:22.865778
STOCK0285,STOCK0285 Company Ltd,131854499677,Financial Services,Insurance,BSE,1.96,20.77,25.03,2025-09-08 04:37:22.865778
STOCK0286,STOCK0286 Company Ltd,203017936319,Healthcare,Hospitals,NSE,2.5,12.6,3.52,2025-09-08 04:37:22.865778
STOCK0287,STOCK0287 Company Ltd,320083736190,Telecommunications,Telecom Services,BSE,0.71,42.64,44.41,2025-09-08 04:37:22.865778
STOCK0288,STOCK0288 Company Ltd,4353842740,Consumer Goods,Personal Care,BSE,1.54,23.03,41.29,2025-09-08 04:37:22.865778
STOCK0289,STOCK0289 Company Ltd,176867043229,Healthcare,Hospitals,BSE,0.77,32.71,17.01,2025-09-08 04:37:22.865778
STOCK0290,STOCK0290 Company Ltd,324670206790,Industrials,Engineering,BSE,4.75,11.92,23.6,2025-09-08 04:37:22.865778
STOCK0291,STOCK0291 Company Ltd,36033441270,Consumer Goods,FMCG,BSE,1.02,19.66,28.07,2025-09-08 04:37:22.865778
STOCK0292,STOCK0292 Company Ltd,151928044075,Healthcare,Pharmaceuticals,BSE,3.47,22.71,34.46,2025-09-08 04:37:22.865778
STOCK0293,STOCK0293 Company Ltd,397250669139,Transportation,Aviation,NSE,5.34,45.54,10.95,2025-09-08 04:37:22.865778
STOCK0294,STOCK0294 Company Ltd,172960480777,Industrials,Automotive,NSE,5.26,34.69,37.1,2025-09-08 04:37:22.865778
STOCK0295,STOCK0295 Company Ltd,213824727109,Consumer Goods,Textiles,BSE,2.23,9.25,29.0,2025-09-08 04:37:22.865778
STOCK0296,STOCK0296 Company Ltd,89826943057,Agriculture,Pesticides,BSE,0.8,41.75,42.46,2025-09-08 04:37:22.865778
STOCK0297,STOCK0297 Company Ltd,362268951525,Consumer Goods,FMCG,BSE,3.22,31.76,24.72,2025-09-08 04:37:22.865778
STOCK0298,STOCK0298 Company Ltd,269320622845,Real Estate,Real Estate Investment,NSE,0.8,16.17,29.33,2025-09-08 04:37:22.865778
STOCK0299,STOCK0299 Company Ltd,216736404892,Technology,Semiconductors,BSE,5.73,8.94,21.19,2025-09-08 04:37:22.865778
STOCK0300,STOCK0300 Company Ltd,72049925027,Consumer Goods,FMCG,BSE,1.09,5.73,24.85,2025-09-08 04:37:22.865778
STOCK0301,STOCK0301 Company Ltd,446844973076,Consumer Discretionary,Automobiles,BSE,4.92,35.59,19.3,2025-09-08 04:37:22.865778
STOCK0302,STOCK0302 Company Ltd,91588242183,Transportation,Aviation,BSE,2.91,6.19,31.84,2025-09-08 04:37:22.865778
STOCK0303,STOCK0303 Company Ltd,479684206819,Agriculture,Fertilizers,NSE,4.18,40.77,14.3,2025-09-08 04:37:22.865778
STOCK0304,STOCK0304 Company Ltd,195296416459,Industrials,Machinery,BSE,1.25,10.2,29.99,2025-09-08 04:37:22.865778
STOCK0305,STOCK0305 Company Ltd,232010662548,Materials,Mining,BSE,3.95,41.0,34.45,2025-09-08 04:37:22.865778
STOCK0306,STOCK0306 Company Ltd,382936689486,Media,Broadcasting,NSE,2.41,45.17,15.62,2025-09-08 04:37:22.865778
STOCK0307,STOCK0307 Company Ltd,39912982913,Telecommunications,Internet Services,BSE,3.79,26.57,40.11,2025-09-08 04:37:22.865778
STOCK0308,STOCK0308 Company Ltd,401519855755,Healthcare,Pharmaceuticals,BSE,4.33,24.73,35.28,2025-09-08 04:37:22.865778
STOCK0309,STOCK0309 Company Ltd,355922252639,Utilities,Gas Distribution,BSE,4.26,27.32,30.07,2025-09-08 04:37:22.865778
STOCK0310,STOCK0310 Company Ltd,319406896740,Agriculture,Pesticides,BSE,2.52,33.51,24.15,2025-09-08 04:37:22.865778
STOCK0311,STOCK0311 Company Ltd,451970975226,Technology,IT Services,NSE,5.45,26.67,7.78,2025-09-08 04:37:22.865778
STOCK0312,STOCK0312 Company Ltd,282159006700,Technology,IT Services,BSE,3.95,39.96,26.96,2025-09-08 04:37:22.865778
STOCK0313,STOCK0313 Company Ltd,224022974153,Real Estate,Real Estate Investment,BSE,1.03,30.79,20.06,2025-09-08 04:37:22.865778
STOCK0314,STOCK0314 Company Ltd,285513122940,Consumer Discretionary,Automobiles,BSE,1.99,39.91,24.82,2025-09-08 04:37:22.865778
STOCK0315,STOCK0315 Company Ltd,290281804078,Agriculture,Food Processing,NSE,1.61,8.1,9.62,2025-09-08 04:37:22.865778
STOCK0316,STOCK0316 Company Ltd,176608713588,Energy,Coal,NSE,2.09,25.63,38.88,2025-09-08 04:37:22.865778
STOCK0317,STOCK0317 Company Ltd,174364554566,Real Estate,Real Estate Development,NSE,4.68,21.18,22.73,2025-09-08 04:37:22.865778
STOCK0318,STOCK0318 Company Ltd,371361763672,Agriculture,Fertilizers,BSE,0.63,18.22,24.79,2025-09-08 04:37:22.865778
STOCK0319,STOCK0319 Company Ltd,170762464014,Consumer Discretionary,Retail,NSE,2.13,7.8,36.38,2025-09-08 04:37:22.865778
STOCK0320,STOCK0320 Company Ltd,334975889620,Telecommunications,Telecom Services,NSE,2.0,16.61,43.18,2025-09-08 04:37:22.865778
STOCK0321,STOCK0321 Company Ltd,399566483924,Financial Services,NBFC,NSE,1.86,37.06,14.24,2025-09-08 04:37:22.865778
STOCK0322,STOCK0322 Company Ltd,480529988790,Consumer Discretionary,Automobiles,BSE,4.75,14.54,24.02,2025-09-08 04:37:22.865778
STOCK0323,STOCK0323 Company Ltd,407654148890,Media,Advertising,NSE,5.18,33.0,36.53,2025-09-08 04:37:22.865778
STOCK0324,STOCK0324 Company Ltd,198690029591,Agriculture,Seeds,BSE,4.19,28.79,33.24,2025-09-08 04:37:22.865778
STOCK0325,STOCK0325 Company Ltd,416439557930,Real Estate,Construction Materials,BSE,4.79,13.49,41.86,2025-09-08 04:37:22.865778
STOCK0326,STOCK0326 Company Ltd,280092289213,Healthcare,Hospitals,BSE,0.65,8.88,12.67,2025-09-08 04:37:22.865778
STOCK0327,STOCK0327 Company Ltd,395622688638,Utilities,Water,BSE,3.16,37.62,13.54,2025-09-08 04:37:22.865778
STOCK0328,STOCK0328 Company Ltd,140472150189,Agriculture,Seeds,NSE,1.1,9.9,19.85,2025-09-08 04:37:22.865778
STOCK0329,STOCK0329 Company Ltd,322826199038,Materials,Cement,BSE,2.62,16.43,22.15,2025-09-08 04:37:22.865778
STOCK0330,STOCK0330 Company Ltd,494874286115,Healthcare,Diagnostics,BSE,1.29,33.29,33.85,2025-09-08 04:37:22.865778
STOCK0331,STOCK0331 Company Ltd,33783835705,Consumer Discretionary,Automobiles,NSE,0.08,10.47,22.85,2025-09-08 04:37:22.865778
STOCK0332,STOCK0332 Company Ltd,337300564928,Media,Digital Media,BSE,1.81,35.53,41.6,2025-09-08 04:37:22.865778
STOCK0333,STOCK0333 Company Ltd,445388339404,Media,Publishing,NSE,1.92,19.13,38.45,2025-09-08 04:37:22.865778
STOCK0334,STOCK0334 Company Ltd,128296731585,Industrials,Construction,NSE,5.29,17.5,44.13,2025-09-08 04:37:22.865778
STOCK0335,STOCK0335 Company Ltd,138546285131,Real Estate,Real Estate Development,NSE,5.94,25.88,21.53,2025-09-08 04:37:22.865778
STOCK0336,STOCK0336 Company Ltd,99238473000,Utilities,Gas Distribution,BSE,2.67,48.05,21.3,2025-09-08 04:37:22.865778
STOCK0337,STOCK0337 Company Ltd,230695255751,Energy,Power,BSE,3.47,20.89,9.47,2025-09-08 04:37:22.865778
STOCK0338,STOCK0338 Company Ltd,173373688157,Media,Broadcasting,BSE,1.09,14.84,33.26,2025-09-08 04:37:22.865778
STOCK0339,STOCK0339 Company Ltd,238163801844,Transportation,Logistics,NSE,1.64,31.9,38.78,2025-09-08 04:37:22.865778
STOCK0340,STOCK0340 Company Ltd,325534415367,Transportation,Aviation,NSE,1.77,9.9,21.97,2025-09-08 04:37:22.865778
STOCK0341,STOCK0341 Company Ltd,483345189613,Real Estate,Real Estate Investment,BSE,5.73,11.32,25.16,2025-09-08 04:37:22.865778
STOCK0342,STOCK0342 Company Ltd,189935121800,Utilities,Power Generation,NSE,4.17,6.13,9.65,2025-09-08 04:37:22.865778
STOCK0343,STOCK0343 Company Ltd,315145012165,Energy,Power,BSE,1.23,32.52,38.66,2025-09-08 04:37:22.865778
STOCK0344,STOCK0344 Company Ltd,200610508448,Utilities,Gas Distribution,BSE,4.96,14.46,25.47,2025-09-08 04:37:22.865778
STOCK0345,STOCK0345 Company Ltd,124200623545,Real Estate,Construction Materials,NSE,4.78,6.35,32.0,2025-09-08 04:37:22.865778
STOCK0346,STOCK0346 Company Ltd,92396837935,Media,Advertising,BSE,2.02,20.45,34.08,2025-09-08 04:37:22.865778
STOCK0347,STOCK0347 Company Ltd,337265665337,Healthcare,Hospitals,BSE,0.85,42.47,26.88,2025-09-08 04:37:22.865778
STOCK0348,STOCK0348 Company Ltd,12585517801,Healthcare,Medical Devices,NSE,4.41,26.54,7.61,2025-09-08 04:37:22.865778
STOCK0349,STOCK0349 Company Ltd,288449264329,Industrials,Aerospace,NSE,3.25,45.45,11.52,2025-09-08 04:37:22.865778
STOCK0350,STOCK0350 Company Ltd,457169786738,Consumer Discretionary,Automobiles,NSE,4.63,40.02,44.98,2025-09-08 04:37:22.865778
STOCK0351,STOCK0351 Company Ltd,386960743679,Financial Services,Insurance,BSE,5.23,44.07,30.21,2025-09-08 04:37:22.865778
STOCK0352,STOCK0352 Company Ltd,156009822199,Consumer Discretionary,Jewelry,BSE,5.15,10.67,29.81,2025-09-08 04:37:22.865778
STOCK0353,STOCK0353 Company Ltd,119653574753,Consumer Discretionary,Automobiles,NSE,5.74,47.24,25.32,2025-09-08 04:37:22.865778
STOCK0354,STOCK0354 Company Ltd,86431458660,Telecommunications,Internet Services,BSE,5.67,44.44,12.03,2025-09-08 04:37:22.865778
STOCK0355,STOCK0355 Company Ltd,128569657463,Technology,Software,NSE,4.44,27.88,30.41,2025-09-08 04:37:22.865778
STOCK0356,STOCK0356 Company Ltd,57657398810,Real Estate,Real Estate Development,NSE,4.42,22.24,29.46,2025-09-08 04:37:22.865778
STOCK0357,STOCK0357 Company Ltd,220365280846,Utilities,Power Generation,NSE,1.17,14.91,3.41,2025-09-08 04:37:22.865778
STOCK0358,STOCK0358 Company Ltd,169077299541,Materials,Steel,BSE,5.65,19.72,25.87,2025-09-08 04:37:22.865778
STOCK0359,STOCK0359 Company Ltd,145335084897,Real Estate,Construction Materials,NSE,1.03,5.55,30.57,2025-09-08 04:37:22.865778
STOCK0360,STOCK0360 Company Ltd,273690982919,Consumer Discretionary,Automobiles,BSE,1.85,18.68,5.62,2025-09-08 04:37:22.865778
STOCK0361,STOCK0361 Company Ltd,222874185756,Consumer Goods,Apparel,NSE,1.72,36.08,16.58,2025-09-08 04:37:22.865778
STOCK0362,STOCK0362 Company Ltd,61440480102,Real Estate,Real Estate Investment,BSE,0.45,13.36,23.19,2025-09-08 04:37:22.865778
STOCK0363,STOCK0363 Company Ltd,263288563037,Financial Services,Insurance,BSE,4.58,21.63,24.61,2025-09-08 04:37:22.865778
STOCK0364,STOCK0364 Company Ltd,121774834129,Real Estate,Construction Materials,BSE,2.54,37.07,27.95,2025-09-08 04:37:22.865778
STOCK0365,STOCK0365 Company Ltd,161119497853,Agriculture,Pesticides,NSE,1.02,21.91,44.18,2025-09-08 04:37:22.865778
STOCK0366,STOCK0366 Company Ltd,483658488110,Technology,IT Services,NSE,3.87,48.52,11.66,2025-09-08 04:37:22.865778
STOCK0367,STOCK0367 Company Ltd,147684551866,Industrials,Construction,NSE,4.55,8.11,21.51,2025-09-08 04:37:22.865778
STOCK0368,STOCK0368 Company Ltd,54760552833,Transportation,Shipping,NSE,3.67,28.48,43.86,2025-09-08 04:37:22.865778
STOCK0369,STOCK0369 Company Ltd,291638505726,Energy,Oil & Gas,NSE,3.02,38.18,34.37,2025-09-08 04:37:22.865778
STOCK0370,STOCK0370 Company Ltd,279857470970,Healthcare,Medical Devices,NSE,2.41,45.57,10.47,2025-09-08 04:37:22.865778
STOCK0371,STOCK0371 Company Ltd,237080253741,Real Estate,Construction Materials,NSE,3.8,8.73,39.55,2025-09-08 04:37:22.865778
STOCK0372,STOCK0372 Company Ltd,483111453742,Financial Services,Banking,BSE,5.29,21.45,27.11,2025-09-08 04:37:22.865778
STOCK0373,STOCK0373 Company Ltd,442922886668,Utilities,Gas Distribution,NSE,0.98,35.12,13.85,2025-09-08 04:37:22.865778
STOCK0374,STOCK0374 Company Ltd,180892515727,Industrials,Automotive,NSE,3.45,23.77,21.81,2025-09-08 04:37:22.865778
STOCK0375,STOCK0375 Company Ltd,346630158720,Real Estate,Real Estate Investment,BSE,1.92,24.7,17.91,2025-09-08 04:37:22.865778
STOCK0376,STOCK0376 Company Ltd,481696517049,Consumer Discretionary,Automobiles,BSE,3.51,48.04,42.09,2025-09-08 04:37:22.865778
STOCK0377,STOCK0377 Company Ltd,378402001056,Real Estate,Real Estate Investment,NSE,2.44,22.27,18.64,2025-09-08 04:37:22.865778
STOCK0378,STOCK0378 Company Ltd,187569146641,Transportation,Logistics,NSE,1.87,19.6,42.77,2025-09-08 04:37:22.865778
STOCK0379,STOCK0379 Company Ltd,19487451250,Energy,Coal,NSE,2.08,31.0,14.84,2025-09-08 04:37:22.865778
STOCK0380,STOCK0380 Company Ltd,182988726410,Consumer Discretionary,Real Estate,NSE,0.95,49.22,26.42,2025-09-08 04:37:22.865778
STOCK0381,STOCK0381 Company Ltd,107607738584,Transportation,Railways,NSE,1.24,28.79,7.14,2025-09-08 04:37:22.865778
STOCK0382,STOCK0382 Company Ltd,460686020717,Utilities,Water,BSE,5.82,10.28,28.1,2025-09-08 04:37:22.865778
STOCK0383,STOCK0383 Company Ltd,162197037948,Consumer Goods,FMCG,NSE,4.02,24.26,41.27,2025-09-08 04:37:22.865778
STOCK0384,STOCK0384 Company Ltd,289621285345,Media,Broadcasting,NSE,0.38,6.23,29.06,2025-09-08 04:37:22.865778
STOCK0385,STOCK0385 Company Ltd,411454487250,Industrials,Aerospace,NSE,5.58,28.41,40.85,2025-09-08 04:37:22.865778
STOCK0386,STOCK0386 Company Ltd,104515525400,Consumer Discretionary,Jewelry,BSE,2.04,28.53,22.88,2025-09-08 04:37:22.865778
STOCK0387,STOCK0387 Company Ltd,32233640900,Consumer Goods,Textiles,BSE,3.46,5.63,43.84,2025-09-08 04:37:22.865778
STOCK0388,STOCK0388 Company Ltd,498878188746,Industrials,Machinery,NSE,1.84,10.03,24.75,2025-09-08 04:37:22.865778
STOCK0389,STOCK0389 Company Ltd,51165455447,Industrials,Aerospace,NSE,1.53,17.35,32.13,2025-09-08 04:37:22.865778
